,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6892,7,Gregory Drive,Josh,Burke,66,Head,Widowed,Male,English as a second language teacher,None,Catholic
6893,8,Gregory Drive,Chloe,Norris,56,Head,Divorced,Female,Horticultural therapist,None,Christian
6894,9,Gregory Drive,Martyn,Todd,81,Head,Married,Male,Retired Forensic scientist,None,Christian
6895,9,Gregory Drive,Judith,Todd,78,Wife,Married,Female,Retired Health and safety inspector,None,None
6896,10,Gregory Drive,Lisa,Hussain,77,Head,Widowed,Female,Retired Metallurgist,None,None
6897,11,Gregory Drive,Guy,Clarke,30,Head,Single,Male,Animal technologist,None,None
6898,12,Gregory Drive,Paula,Gregory,49,Head,Married,Female,"Designer, furniture",None,Methodist
6899,12,Gregory Drive,Elliott,Gregory,54,Husband,Married,Male,"Surveyor, insurance",None,None
6900,12,Gregory Drive,Francis,Gregory,14,Son,NA,Male,Student,None,NA
6901,13,Gregory Drive,Louise,Short,40,Head,Married,Female,Equities trader,None,Catholic
6902,13,Gregory Drive,Kenneth,Short,42,Husband,Married,Male,Medical secretary,None,None
6903,13,Gregory Drive,Leah,Short,12,Daughter,NA,Female,Student,None,NA
6904,14,Gregory Drive,Naomi,Cooke,33,Head,Married,Female,Psychiatrist,None,Christian
6905,14,Gregory Drive,Ashleigh,Cooke,38,Wife,Married,Female,"Journalist, newspaper",None,None
6906,14,Gregory Drive,Anne,Cooke,11,Daughter,NA,Female,Student,None,NA
6907,1,Canterbury Road,Adrian,Clarke,82,Head,Widowed,Male,Retired Oncologist,None,None
6908,2,Canterbury Road,Nicholas,Dawson,28,Head,Single,Male,"Engineer, water",None,None
6909,2,Canterbury Road,Daniel,Dawson,8,Step-Son,NA,Male,Student,None,NA
6910,3,Canterbury Road,Michael,Fletcher,35,Head,Single,Male,Energy engineer,None,Catholic
6911,3,Canterbury Road,Lynn,Fletcher,1,Daughter,NA,Female,Child,None,NA
6912,4,Canterbury Road,Heather,Green,31,Head,Single,Female,"Designer, exhibition/display",Disabled,Catholic
6913,4,Canterbury Road,Julie,Green,2,Daughter,NA,Female,Child,None,NA
6914,5,Canterbury Road,Holly,Wilson,70,Head,Divorced,Female,"Retired Surveyor, minerals",None,Christian
6915,6,Canterbury Road,Jacqueline,Rose,75,Head,Married,female,Retired Dietitian,None,Christian
6916,6,Canterbury Road,Jordan,Rose,79,Husband,Married,Male,Retired Lawyer,None,Christian
6917,7,Canterbury Road,Joanna,Howells,50,Head,Divorced,Female,Unemployed,None,Catholic
6918,7,Canterbury Road,Kate,Howells,15,Daughter,NA,Female,Student,None,NA
6919,8,Canterbury Road,Stacey,Bennett-Storey,51,Head,Married,Female,Leisure centre manager,None,None
6920,8,Canterbury Road,Patrick,Bennett-Storey,54,Husband,Married,Male,Set designer,None,None
6921,8,Canterbury Road,Abdul,Bennett-Storey,10,Son,NA,Male,Student,None,NA
6922,8,Canterbury Road,Dylan,Bennett-Storey,9,Son,NA,Male,Student,None,NA
6923,9,Canterbury Road,Barbara,Jenkins,43,Head,Single,Female,Unemployed,None,Christian
6924,9,Canterbury Road,Tony,Jenkins,16,Son,NA,Male,Student,None,NA
6925,9,Canterbury Road,Amanda,Jenkins,16,Daughter,NA,Female,Student,None,NA
6926,10,Canterbury Road,Fiona,Reid,65,Head,Married,Female,Unemployed,None,Catholic
6927,10,Canterbury Road,Andrew,Reid,68,Husband,Married,Male,Retired Agricultural engineer,None,None
6928,10,Canterbury Road,Roy,Reid,12,Grandson,NA,Male,Student,None,NA
6929,10,Canterbury Road,Brett,Armstrong-Reid,9,Grandson,NA,Male,Student,None,NA
6930,10,Canterbury Road,Margaret,Bird-Armstrong-Reid,5,Granddaughter,NA,Female,Student,None,NA
6931,11,Canterbury Road,Shane,Collins,75,Head,Married,Male,Retired Research scientist (physical sciences),None,None
6932,11,Canterbury Road,Natasha,Collins,73,Wife,Married,Female,Retired Clinical molecular geneticist,None,None
6933,11,Canterbury Road,Stephanie,Collins,35,Daughter,Single,F,Community development worker,None,None
6934,12,Canterbury Road,Mitchell,Gordon,68,Head,Married,Male,"Retired Designer, interior/spatial",None,None
6935,12,Canterbury Road,Sophie,Gordon,66,Wife,Married,Female,Printmaker,None,None
6936,13,Canterbury Road,Margaret,Smith,49,Head,Single,Female,Adult nurse,None,None
6937,13,Canterbury Road,Carol,Smith,17,Daughter,NA,Female,Student,None,NA
6938,14,Canterbury Road,Marion,Jennings,36,Head,Married,Female,Quarry manager,None,None
6939,14,Canterbury Road,Jeffrey,Jennings,41,Husband,Married,Male,"Embryologist, clinical",None,None
6940,15,Canterbury Road,Beth,Boyle,48,Head,Single,Female,"Engineer, site",None,Catholic
6941,15,Canterbury Road,Karen,Robinson,47,None,Single,Female,Games developer,None,None
6942,15,Canterbury Road,Joshua,Spencer,35,None,Single,Male,"Lecturer, further education",None,Catholic
6943,16,Canterbury Road,Tina,Bailey,30,Head,Married,Female,"Journalist, newspaper",None,Christian
6944,16,Canterbury Road,Barry,Bailey,33,Husband,Married,Male,"Lighting technician, broadcasting/film/video",None,Christian
6945,17,Canterbury Road,Sian,Bevan,45,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,Christian
6946,17,Canterbury Road,Glenn,Hudson,53,Partner,Single,Male,Geoscientist,None,None
6947,17,Canterbury Road,Janet,Bevan,15,Daughter,NA,Female,Student,None,NA
6948,18,Canterbury Road,Chloe,Cooper,64,Head,Married,Female,Ecologist,None,Christian
6949,18,Canterbury Road,Christopher,Cooper,64,Husband,Married,Male,Training and development officer,None,None
6950,18,Canterbury Road,Andrew,Cooper,37,Son,Single,Male,Research scientist (medical),None,None
6951,18,Canterbury Road,Bethan,Cooper,34,Daughter,Single,Female,"Engineer, aeronautical",None,Christian
6952,18,Canterbury Road,Josephine,Cooper,31,Daughter,Divorced,Female,Unemployed,None,Christian
6953,19,Canterbury Road,Amber,Parkes,32,Head,Single,Female,Air cabin crew,None,Catholic
6954,19,Canterbury Road,Dennis,Patel,51,None,Single,Male,Merchant navy officer,None,Christian
6955,19,Canterbury Road,Stanley,Lloyd,53,None,Single,Male,Television production assistant,None,None
6956,19,Canterbury Road,Joyce,Barry,62,None,Single,Female,"Lighting technician, broadcasting/film/video",None,Catholic
6957,20,Canterbury Road,Lauren,Pearson,30,Head,Single,Female,Hydrogeologist,None,None
6958,20,Canterbury Road,Mohammad,Bond,32,Partner,Single,Male,Set designer,None,None
6959,20,Canterbury Road,Frances,Pearson,8,Daughter,NA,Female,Student,None,NA
6960,20,Canterbury Road,Lesley,Pearson,8,Daughter,NA,Female,Student,None,NA
6961,20,Canterbury Road,Gregory,Pearson,5,Son,NA,Male,Student,Mental Disability,NA
6962,21,Canterbury Road,Denise,Lloyd,33,Head,Divorced,Female,"Education officer, environmental",None,Methodist
6963,21,Canterbury Road,Elizabeth,Lloyd,16,Daughter,NA,Female,Student,None,NA
6964,22,Canterbury Road,Michael,Taylor,50,Head,Single,Male,Outdoor activities/education manager,None,Jewish
6965,22,Canterbury Road,Amanda,White,61,None,Single,Female,Counselling psychologist,None,Catholic
6966,23,Canterbury Road,Carole,Moran,53,Head,Single,Female,"Scientist, product/process development",None,Christian
6967,24,Canterbury Road,Jean,Simpson,73,Head,Married,Female,Retired Advertising account executive,None,Christian
6968,24,Canterbury Road,Jack,Simpson,76,Husband,Married,Male,Retired Horticultural consultant,None,None
6969,25,Canterbury Road,Marie,Harvey,39,Head,Married,Female,"Nurse, adult",None,Christian
6970,25,Canterbury Road,Allan,Harvey,40,Husband,Married,Male,Unemployed,None,Christian
6971,25,Canterbury Road,Patricia,Harvey,2,Daughter,NA,Female,Child,None,NA
6972,26,Canterbury Road,Bethan,Lawrence,54,Head,Married,Female,Unemployed,None,None
6973,26,Canterbury Road,Patrick,Lawrence-Kaur,55,Husband,Married,Male,"Accountant, chartered management",None,None
6974,26,Canterbury Road,Brandon,Lawrence-Kaur,16,Son,NA,Male,Student,None,NA
6975,27,Canterbury Road,Matthew,Scott,66,Head,Married,Male,Automotive engineer,None,Catholic
6976,27,Canterbury Road,Lesley,Scott,64,Wife,Married,Female,Structural engineer,None,Catholic
6977,28,Canterbury Road,Chelsea,Jackson,76,Head,Divorced,Female,Unemployed,None,Methodist
6978,28,Canterbury Road,Peter,Jackson,42,Son,Single,Male,Clinical psychologist,None,Methodist
6979,29,Canterbury Road,Ashleigh,Hutchinson,47,Head,Married,Female,Radio producer,None,None
6980,29,Canterbury Road,Eric,Hutchinson,52,Husband,Married,Male,General practice doctor,None,None
6981,29,Canterbury Road,Malcolm,Hutchinson,14,Son,NA,Male,Student,None,NA
6982,30,Canterbury Road,Wendy,Hughes,38,Head,Married,Female,Emergency planning/management officer,None,Methodist
6983,30,Canterbury Road,Tom,Hughes,43,Husband,Married,Male,Aeronautical engineer,None,Methodist
6984,31,Canterbury Road,Joanna,Morris,49,Head,Married,Female,IT consultant,None,Christian
6985,31,Canterbury Road,Adrian,Morris,52,Husband,Married,Male,"Research officer, government",None,Christian
6986,31,Canterbury Road,Eleanor,Morris,20,Daughter,Single,Female,University Student,None,Christian
6987,31,Canterbury Road,Laura,Morris,12,Daughter,NA,Female,Student,None,NA
6988,32,Canterbury Road,Nigel,Jones,76,Head,Single,Male,Unemployed,None,Christian
6989,33,Canterbury Road,Deborah,Wright,81,Head,Married,Female,Retired English as a foreign language teacher,None,Christian
6990,33,Canterbury Road,Dominic,Wright,83,Husband,Married,Male,Retired Lawyer,None,Christian
6991,34,Canterbury Road,Daniel,Jones,69,Head,Married,Male,Retired Barrister,None,Christian
6992,34,Canterbury Road,Gregory,Jones,70,Husband,Married,Male,"Retired Pilot, airline",None,Christian
6993,35,Canterbury Road,Terence,Gibson-Green,48,Head,Married,Male,Youth worker,None,None
6994,35,Canterbury Road,Linda,Gibson-Green,43,Wife,Married,Female,"Psychologist, forensic",None,None
6995,35,Canterbury Road,Steven,Gibson-Green,20,Son,Single,Male,University Student,None,None
6996,35,Canterbury Road,Jayne,Gibson-Green,17,Daughter,NA,Female,Student,None,NA
6997,36,Canterbury Road,Joe,Williams,38,Head,Single,Male,"Horticulturist, commercial",None,Christian
6998,37,Canterbury Road,Tracy,Dale,60,Head,Married,Female,Physiological scientist,None,Christian
6999,37,Canterbury Road,Adam,Dale,66,Husband,Married,Male,"Engineer, petroleum",None,None
7000,37,Canterbury Road,Hugh,Dale,30,Son,Divorced,Male,Oncologist,None,Christian
7001,37,Canterbury Road,Terry,Dale,16,Son,NA,m,Student,None,NA
7002,38,Canterbury Road,Adam,Tyler,60,Head,Single,Male,Sales promotion account executive,None,Christian
7003,39,Canterbury Road,Hannah,King,28,Head,Single,Female,Professor Emeritus,None,Christian
7004,39,Canterbury Road,Joshua,Holland,38,None,Single,Male,"Programmer, applications",None,Christian
7005,39,Canterbury Road,Charlie,James,47,None,Single,Male,Museum education officer,None,Catholic
7006,39,Canterbury Road,Andrew,Atkins,45,None,Single,Male,TEFL teacher,None,Christian
7007,40,Canterbury Road,Gerard,Shepherd,46,Head,Single,Male,Health visitor,None,None
7008,40,Canterbury Road,Stuart,Haynes,63,None,Single,Male,Furniture conservator/restorer,None,Christian
7009,41,Canterbury Road,Reece,Jones,27,Head,Single,Male,Environmental consultant,None,None
7010,41,Canterbury Road,Lorraine,Wilson,25,Partner,Single,Female,Tax inspector,None,None
7011,42,Canterbury Road,Geraldine,Boyle,28,Head,Married,Female,Market researcher,None,Christian
7012,42,Canterbury Road,Christian,Boyle,29,Husband,Married,Male,Broadcast journalist,None,Christian
7013,43,Canterbury Road,Stephen,Lee,45,Head,Single,Male,Electrical engineer,None,None
7014,43,Canterbury Road,Gail,Thompson,46,Partner,Single,Female,Unemployed,None,Catholic
7015,43,Canterbury Road,Conor,Lee,18,Son,Divorced,Male,Student,None,None
7016,43,Canterbury Road,Rebecca,Lee,12,Daughter,NA,Female,Student,None,NA
7017,44,Canterbury Road,Kevin,Vaughan,26,Head,Single,Male,"Sound technician, broadcasting/film/video",None,None
7018,44,Canterbury Road,Ruth,Parker,54,None,Single,Female,Naval architect,None,Christian
7019,45,Canterbury Road,Garry,Gallagher,73,Head,Widowed,Male,Retired Advertising account executive,None,Christian
7020,46,Canterbury Road,Deborah,Gough,66,Head,Married,Female,"Librarian, public",None,Christian
7021,46,Canterbury Road,Colin,Gough,64,Husband,Married,Male,Exercise physiologist,None,Christian
7022,47,Canterbury Road,Gerard,Middleton,49,Head,Single,Male,Unemployed,None,Catholic
7023,48,Canterbury Road,Maureen,Singh,51,Head,Single,Female,Tax inspector,None,Catholic
7024,48,Canterbury Road,Gary,Ali,53,Partner,Single,Male,"Engineer, site",None,Catholic
7025,49,Canterbury Road,Stewart,Reed,62,Head,Single,Male,Unemployed,None,None
7026,49,Canterbury Road,Allan,Reed,29,Son,Single,Male,"Geologist, engineering",None,None
7027,50,Canterbury Road,Gail,Wilkinson,32,Head,Single,Female,Unemployed,None,None
7028,50,Canterbury Road,Danielle,O'Neill,53,Lodger,Single,Female,"Radiographer, diagnostic",None,Christian
7029,50,Canterbury Road,Brandon,Campbell,36,Lodger,Single,Male,Prison officer,None,None
7030,50,Canterbury Road,Kathleen,Davies,25,Lodger,Single,Female,Volunteer coordinator,None,Catholic
7031,50,Canterbury Road,Hayley,Bell,59,Lodger,Single,Female,"Exhibitions officer, museum/gallery",None,Methodist
7032,1,Hangar Road,Frances,Smith,36,Head,Single,Female,Land,None,Catholic
7033,1,Hangar Road,Aimee,Murphy,25,None,Single,Female,"Surveyor, rural practice",None,None
7034,2,Hangar Road,Donna,Ward,46,Head,Married,Female,Cytogeneticist,None,None
7035,2,Hangar Road,Owen,Ward,50,Husband,Married,Male,Building services engineer,None,None
7036,2,Hangar Road,Joyce,Ward,22,Daughter,Single,Female,"Radiographer, therapeutic",None,None
7037,2,Hangar Road,Paul,Ward,4,Son,NA,Male,Child,None,NA
7038,3,Hangar Road,Chloe,Nicholson,44,Head,Divorced,Female,"Journalist, newspaper",None,None
7039,3,Hangar Road,Angela,Nicholson,7,Daughter,NA,Female,Student,None,NA
7040,3,Hangar Road,Harry,Nicholson,7,Son,NA,Male,Student,None,NA
7041,4,Hangar Road,Mitchell,Reed,27,Head,Divorced,Male,Games developer,None,None
7042,5,Hangar Road,Stanley,Hill,37,Head,Single,Male,Paediatric nurse,None,Methodist
7043,5,Hangar Road,Simon,Dixon,20,None,Single,Male,Quantity surveyor,None,Methodist
7044,6,Hangar Road,Sophie,Riley,40,Head,Married,Female,Art gallery manager,None,Christian
7045,6,Hangar Road,Raymond,Riley,39,Husband,Married,Male,Newspaper journalist,None,Christian
7046,6,Hangar Road,Jonathan,Riley,6,Son,NA,Male,Student,None,NA
7047,7,Hangar Road,Jade,Lee-Rowe,49,Head,Married,Female,Dietitian,None,Christian
7048,7,Hangar Road,Karl,Lee-Rowe,52,Husband,Married,Male,Midwife,None,Christian
7049,7,Hangar Road,Gemma,Lee-Rowe,10,Daughter,NA,Female,Student,None,NA
7050,7,Hangar Road,Joanna,Francis,0,Daughter,NA,Female,Child,None,NA
7051,7,Hangar Road,Clive,Doyle,64,Visitor,Single,Male,Retail banker,None,Christian
7052,8,Hangar Road,Shane,Smith,18,Head,Single,Male,Student,None,NA
7053,8,Hangar Road,Connor,Reid,60,None,Single,Male,Unemployed,None,Christian
7054,8,Hangar Road,Luke,Smith,19,None,Single,Male,University Student,None,None
7055,8,Hangar Road,Mohamed,Cunningham,22,None,Single,Male,University Student,None,Methodist
7056,9,Hangar Road,Shane,Lawrence,54,Head,Single,Male,Broadcast presenter,None,Christian
7057,10,Hangar Road,Roger,Brady,57,Head,Single,Male,IT technical support officer,None,Christian
7058,10,Hangar Road,Ruth,Shepherd,57,Partner,Single,Female,Secondary school teacher,None,Christian
7059,11,Hangar Road,Olivia,Cook,51,Head,Single,Female,Unemployed,None,Christian
7060,12,Hangar Road,Helen,Morgan,44,Head,Married,Female,Applications developer,None,Christian
7061,12,Hangar Road,Richard,Morgan,52,Husband,Married,Male,Dealer,None,None
7062,12,Hangar Road,Georgina,Morgan,17,Daughter,NA,Female,Student,None,NA
7063,13,Hangar Road,Allan,Hopkins,44,Head,Single,Male,Art gallery manager,None,None
7064,13,Hangar Road,Jessica,Summers,37,Partner,Single,Female,Fish farm manager,None,None
7065,14,Hangar Road,Lynne,Bird,50,Head,Single,Female,Unemployed,None,Christian
7066,14,Hangar Road,Judith,Kirk-Bird,32,Daughter,Single,Female,Learning disability nurse,None,None
7067,15,Hangar Road,Beverley,Howells,40,Head,Single,Female,Product manager,None,Methodist
7068,15,Hangar Road,Helen,Howells,13,Daughter,NA,Female,Student,None,NA
7069,15,Hangar Road,Toby,Howells,3,Son,NA,Male,Child,None,NA
7070,15,Hangar Road,Harry,Howells,3,Son,NA,Male,Child,None,NA
7071,16,Hangar Road,Alison,Edwards,38,Head,Married,Female,Commercial horticulturist,None,None
7072,16,Hangar Road,Rhys,Edwards,39,Husband,Married,Male,"Radiographer, diagnostic",None,None
7073,16,Hangar Road,Mark,Edwards,20,Son,Divorced,Male,University Student,None,None
7074,16,Hangar Road,Jeffrey,Edwards,15,Son,NA,Male,Student,None,NA
7075,17,Hangar Road,Melissa,Stephenson,25,Head,Single,Female,Planning and development surveyor,None,Methodist
7076,18,Hangar Road,Thomas,Andrews,39,Head,Married,Male,Video editor,None,Catholic
7077,18,Hangar Road,Vanessa,Andrews,34,Wife,Married,Female,Unemployed,None,Catholic
7078,18,Hangar Road,Stacey,Andrews,1,Daughter,NA,Female,Child,None,NA
7079,18,Hangar Road,Leah,Andrews,0,Daughter,NA,Female,Child,None,NA
7080,18,Hangar Road,Kyle,Garner,49,Lodger,Single,Male,Unemployed,None,Christian
7081,19,Hangar Road,Leanne,Oliver,53,Head,Divorced,Female,Unemployed,None,Methodist
7082,19,Hangar Road,Marilyn,Oliver,15,Daughter,NA,Female,Student,None,NA
7083,19,Hangar Road,Adrian,Oliver,12,Son,NA,Male,Student,None,NA
7084,19,Hangar Road,Carolyn,Oliver,9,Daughter,NA,Female,Student,None,NA
7085,20,Hangar Road,Garry,Parkes,38,Head,Divorced,Male,Unemployed,None,Methodist
7086,20,Hangar Road,Leigh,Parkes,4,Son,NA,Male,Child,None,NA
7087,20,Hangar Road,Catherine,Parkes,1,Daughter,NA,Female,Child,None,NA
7088,21,Hangar Road,Roger,Barber,24,Head,Divorced,Male,Magazine features editor,None,None
7089,22,Hangar Road,Abigail,Cole,72,Head,Single,Female,"Retired Accountant, chartered public finance",None,Methodist
7090,23,Hangar Road,Andrea,Phillips,47,Head,Married,Female,Catering manager,None,Catholic
7091,23,Hangar Road,Luke,Phillips,49,Husband,Married,Male,Chartered public finance accountant,None,None
7092,24,Hangar Road,Kimberley,Dobson,57,Head,Married,Female,"Teacher, primary school",None,Catholic
7093,24,Hangar Road,Joseph,Dobson,61,Husband,Married,Male,Insurance underwriter,None,Catholic
7094,25,Hangar Road,Sian,Fuller,36,Head,Divorced,Female,Product designer,None,Christian
7095,25,Hangar Road,Dominic,Fuller,5,Son,NA,Male,Student,None,NA
7096,26,Hangar Road,Bruce,Lee,41,Head,Married,m,"Scientist, marine",None,None
